index,word,token_count,lemma,phrase_count
4054,áɽə̀ŋàt̪ɔ́,14,aɽəŋat̪,6
4055,ɲàɽə̀ŋàt̪ɔ́,1,aɽəŋat̪,1
4056,ít̪ìt̪ɔ̀,2,eit̪-it̪,1
4057,kə̀pìt̪ìnɔ́,2,p-it̪-in,1
4058,kàpìðìt̪ɔ́,1,ap-ið-it̪,1
4059,àɾðàt̪á,4,aɾð-at̪,2
4060,kápɛ̀,5,ap,2
4061,káŋcìjí,2,aŋc-ij,1
4062,kàŋcìjìt̪ɔ́,3,aŋc-ij-it̪,2
4063,kàŋcìðɔ̀t̪ɔ́,3,aŋc-ið-ɛt̪,2
4064,kə̀ŋkìðìjìt̪ú,2,kið-ij-it̪,1
4065,kə̀kɛ̀cí,4,kɛc,2
4066,kɛ́cɛ̀cì,3,kɛc-ɛc,3
4067,kàpìt̪ɔ́,3,ap-it̪,1
4068,káŋcìjɔ̀,2,aŋc-ij,1
4069,kàɾcàcí,5,kaɾc-ac,2
4070,káɾcàcà,1,kaɾc-ac,1
4071,kàpàt̪ɔ́,3,ap-at̪,1
4072,kápàt̪ɛ̀,4,ap-at̪,2
4073,kápàt̪ɔ́,2,ap-at̪,1
4074,kápàt̪à,4,ap-at̪,2
4075,kàɾðàt̪ɔ́l,4,aɾð-at̪,2
4076,pít̪ɛ̀,1,p-it̪,1
4077,kùtìðí,2,utið,1
4078,káɾcàcì,5,kaɾc-ac,2
4079,ŋə́kɔ̀t̪ìnìjí,2,kɔt̪-in-ij,2
4080,kɔ́t̪ìjì,4,kɔt̪-ij,2
4081,káɾcìðàt̪ɛ̀,1,kaɾc-ið-at̪,1
4082,káɾcìðàt̪à,1,kaɾc-ið-at̪,1
4083,kɔ́bə̀ðɔ́,1,ɔbəð,1
4084,ðə̀cùl,14,ðə̀cùl,6
4085,ðɛ́dú,1,ðɛ̀dú,1
4086,kɔ́cɔ̀cɔ̀,2,kɛc-ɛc,1
4087,ídìjì,4,id-ij,2
4088,ídìjɔ̀,2,id-ij,1
4089,búlìjɛ̀cì,3,bul-ij-ɛc,1
4090,kíðìt̪ɛ̀,2,kið-it̪,1
4091,kàɾìt̪ɛ̀,2,aɾ-it̪,1
4092,kìdɔ̀,4,id,2
4093,kìdú,2,id,1
4094,jɛ́ìdìjí,6,id-ij,2
4095,t̪íjɔ̀,6,t̪-ij,2
4096,t̪ìjí,33,t̪-ij,16
4097,kɛ́cìðì,2,kɛc-ið,1
4098,kə̀bùlìjɛ̀cí,3,bul-ij-ɛc,1
4099,kɔ̀t̪ìjí,4,kɔt̪-ij,3
4100,kùdɛ̀cí,2,ud-ɛc,1
4101,kùtìðɛ̀cí,2,utið-ɛc,1
4102,kə̀ðɔ́,2,ð,1
4103,ðíðì,6,ð-ið,3
4104,úrìjɔ̀,3,ur-ij,1
4105,ùrìjí,4,ur-ij,2
4106,ùɽcìjí,6,uɽc-ij,2
4107,kùɽìðìjí,3,uɽið-ij,1
4108,ðíjì,14,ð-ij,7
4109,úɽìðìjì,2,uɽið-ij,1
4110,túðìjì,2,tuð-ij,2
4111,túðìjɔ̀,3,tuð-ij,1
4112,kìjìnìjí,2,ij-in-ij,2
4113,kájìjí,2,aj-ij,1
4114,kùrìjí,1,ur-ij,1
4115,úrìjì,3,ur-ij,1
4116,kə̀tùðìjí,3,tuð-ij,1
4117,kùtìðìjí,4,utið-ij,3
4118,kùtìðɔ̀,3,utið,1
4119,kádìjɛ̀,3,adij,1
4120,ðə̀pìŋjú,2,p-ij,1
4121,kìjìjí,3,ij-ij,2
4122,útìðìjì,1,utið-ij,1
4123,útìðìjɔ̀,3,utið-ij,1
4124,ùtìðìjí,5,utið-ij,4
4125,kùɽcìjí,3,uɽc-ij,1
4126,ðɛ̂l,1,ŋgá,1
4127,ŋáɾɛ̀,1,aɾ,1
4128,ðàlèŋɔ́ŋ,1,aleŋ,1
4129,ðàlèŋɔ́,3,aleŋ,2
4130,ðámìɲí,5,amiɲ,3
4131,ùɽìðìjí,6,uɽið-ij,2
4132,ðálgàrájɛ́,2,ðàlgàrâj,1
4133,jàɾɔ́jɛ́,3,aɾ,1
4134,rə̀ɽà,6,ɽa,5
4135,ɛ́rɜ̀lí,11,ɛ́<CL>ɜ̀lí,6
4136,ɛ́rɜ̀lír,6,ɛ́<CL>ɜ̀lír,3
4137,ìjáj,1,ìj,1
4138,ðájá,2,aj,1
4139,èðɔ̀ŋ,8,èðɔ̀ŋ,7
4140,tùðìjí,6,tuð-ij,2
4141,káɾìðó,3,aɾ-ið,1
4142,ŋə̀kàɾcí,3,kaɾc,1
4143,jáŋcìnɛ̀,3,aŋc-in,1
4144,jáŋcìnɔ̀,3,aŋc-in,1
4145,kàŋcìnìjí,1,aŋc-in-ij,1
4146,kámàcìt̪ɔ́,4,amac-it̪,4
4147,ŋámàcì,7,amac,2
4148,úɽcìjì,3,uɽc-ij,1
4149,úɽcìjɔ̀,2,uɽc-ij,1
4150,íðɛ̀t̪ɛ̀,9,ið-ɛt̪,5
4151,kámàcìt̪ɛ̀,1,amac-it̪,1
4152,kámàcìt̪ɔ̀,2,amac-it̪,2
4153,jìcò,1,ico,1
4154,mìðìjɔ́,1,m-ið-ij,1
4155,ŋə̀cíŋgɛ̀làlà,2,ŋə̀cíŋgɛ̀làlà,1
4156,rùɽú,3,ðùɽú,1
4157,t̪ə́mɛ̀rðɛ̀,1,mɛrð,1
4158,ðrávì,1,ðràvì,1
4159,kúɟí,1,kúɟí,1
4160,kɜ́dɛ̀cí,1,ɜd-ɛc,1
4161,kɛ́cɛ́cí,6,kɛc-ɛc,2
4162,ámàcìt̪ɔ̀,3,amac-it̪,3
4163,rɜ́ɽí,1,ðɜ́ɽí,1
4164,rìcò,2,ico,2
4165,wáɜ́lí,1,wa,1
4166,jáɾìt̪ɔ́,3,aɾ-it̪,3
4167,ríjàt̪ɔ́,2,ij-at̪,2
4168,vàrìt̪ɔ́,1,var-it̪,1
4169,t̪ɔ́ðɛ̀,1,ɔð,1
4170,ðàvt̪ɔ́ðɛ́,1,avt̪,1
4171,ðɔ̀ɽà,1,ɔɽ,1
4172,ðít̪ɔ́,3,ð-it̪,1
4173,ðàɾìt̪ɔ́ðɛ́,3,aɾ-it̪,3
4174,lɛ́rá,1,lə̀ré,1
4175,ŋə̀cíŋgɛ̀làlì,2,ŋə̀cíŋgɛ̀làlì,1
4176,ðə̀ǹdà,1,nd,1
4177,kə́ɽà,1,ɽa,1
4178,làpɛ̀,1,ap,1
4179,ŋèðìŋnú,1,eðin,1
4180,kùrì,6,ur,4
4181,várá,9,var,3
4182,ŋɔ̀dɔ̀,1,ɜd,1
4183,ʃárə́n,2,ʃárə́n,2
4184,ŋgɛ̀ĺ,1,ŋgá,1
4185,ìjɜ̀lír,1,ìj,1
4186,jə́ɽà,2,ɽa,2
4187,ðíɲìnɛ̀,1,ðiɲ(1)-in,1
4188,t̪ìcò,6,ico,2
4189,ŋə̀pìnɔ̀,1,p-in,1
4190,ðàbr̀t̪ɔ́ðɛ́,1,abrt̪,1
4191,ɔ́ɾt̪ɔ̀,8,aɾt̪,8
4192,rít̪ɔ̀,1,r-it̪,1
4193,kúkùŋúðɛ́dì,1,kúkùŋúðɛ́dì,1
4194,ídìjɔ́,1,id-ij,1
4195,kàɾt̪ìnìjí,2,aɾt̪-in-ij,2
4196,ðàt̪á,15,ð-at̪,8
4197,jɔ̀ɾt̪ɔ́,1,aɾt̪,1
4198,ðìŋt̪úðɛ́,1,eit̪,1
4199,ðàɾɔ́ðɛ́,3,aɾ,2
4200,píɽà,2,piɽ,1
4201,jàɾìt̪ɜ́llí,1,aɾ-it̪,1
4202,jàvt̪ɔ́l,3,avt̪,2
4203,kə́kɔ̀t̪ɔ́l,1,kɔt̪,1
4204,ŋídìðìnɔ̀,1,id-ið-in,1
4205,kə́kɔ̀t̪ìnɔ̀,1,kɔt̪-in,1
4206,ídíðú,1,id-ið,1
4207,rə́t̪ìnɔ̀,1,t̪(2)-in,1
4208,t̪ìŕ,1,t̪(2),1
4209,ádìjɛ̀,4,adij,2
4210,láĺ,7,ŋgá,2
4211,àpàt̪ɔ́,4,ap-at̪,2
4212,úrìt̪ɛ̀t̪ɛ̀,1,ur-it̪-ɛt̪,1
4213,úɾɔ̀t̪ɔ̀t̪ɔ̀,1,uɾɛt̪-ɛt̪,1
4214,kárɽàt̪ɛ̀,1,arɽ-at̪,1
4215,ícɔ̀,3,ìcɔ̀,2
4216,rə́ɽìɲàt̪ɛ̀,2,ɽiɲ-at̪,1
4217,nàbr̀ì,2,abr,1
4218,kə́kàɾì,3,kaɾ,2
4219,ɔ́ɾɔ̀,15,ɔɾ,10
4220,ɲɛ̂,2,ŋgá,2
4221,jɔ̀ɽɛ̀,4,ɔɽ,1
4222,nə̀nɔ̀nɔ́,18,nɔn,7
4223,rɔ̀ðɔ́,2,ɔð,1
4224,ɾɔ̀ðɔ́,3,ɾɔð,2
4225,kɔ́t̪àt̪à,4,kɔt̪-at̪,1
4226,ndrɛ̂ð,2,ɛ̀ɾɛ̀ð,1
4227,lə̀dɔ̀ŋðɔ̀t̪ɔ́,5,dɔŋð-ɔt̪,1
4228,rúmɔ́,1,um,1
4229,t̪ə́nɔ̀nà,8,nɔn,2
4230,rə́nɔ̀nà,6,nɔn,1
4231,lə̀kwɔ̀t̪ɔ́,6,kwɔt̪,3
4232,ŋə́kwɔ̀t̪ɔ́,5,kwɔt̪,2
4233,ɲúrúl,1,ur,1
4234,ɲáɾɛ̀,1,aɾ,1
4235,làɾɔ́lɛ́,5,aɾ,1
4236,míɲá,25,miɲ,9
4237,kə́dɔ̀ɽðàt̪ɔ́,1,dɔɽðat̪,1
4238,lə́r̀à,2,r,1
4239,jə̀və̀lɛ̀ðɔ́ŋ,3,vəlɛð,1
4240,rìjí,5,r-ij,3
4241,lácìðà,1,lac-ið,1
4242,vàrú,7,var,6
4243,dɔ̀ŋðá,11,dɔŋð,4
4244,ðə̀və̀lɛ̀ðáŋá,3,vəlɛð,1
4245,ðə̀və̀lɛ̀ðɛ̀,3,vəlɛð,1
4246,ðàpɔ́,1,ap,1
4247,t̪ə̀və̀lɛ̀ðɔ́,8,vəlɛð,3
4248,lɜ̌lévə́lɛ̂ðárlô,1,lɜ̌lévə́lɛ̂ðárlô,1
4249,lɜ̌lívə́lɛ̂ðárlô,1,lɜ̌lívə́lɛ̂ðárlô,1
4250,və̀lɛ̀ðɔ́ŕ,9,vəlɛð,4
4251,ìɲárvlɛ̂ðɔ́,5,ìɲárvlɛ̂ðɔ́,1
4252,jéɲár,5,ŋgá,2
4253,ɔ̀dɔ́,17,ɜd,6
4254,ɔ́mɔ́nɔ́,1,amɔn,1
4255,sɔ́ɽíŋgɔ́,3,sɔ̀ɽíŋgɔ́,2
4256,kábr̀t̪ìnɔ̀,4,abrt̪-in,1
4257,t̪ábrìt̪ìnɔ̀,1,abr-it̪-in,1
4258,mɛ̀ðá,3,mɛð,2
4259,ápíðó,4,ap-ið,2
4260,jítàn,4,itan,1
4261,àmìɲí,99,amiɲ,40
4262,lǎlévə́lɛ̂ðárlô,1,lǎlévə́lɛ̂ðárlô,1
4263,ŋáĺ,3,ŋgá,1
4264,láŋɛ́ló,1,aŋ,1
4265,lɜ̌lérvə́lɛ̂ðárlô,1,lɜ̌lérvə́lɛ̂ðárlô,1
4266,lɜ́lívə́lɛ̂ðárlô,1,lɜ́lívə́lɛ̂ðárlô,1
4267,vr̀ðɔ̀,28,vrð,8
4268,ŋgǎŋə́və́lɛ̂dɔ́,1,ŋgǎŋə́və́lɛ̂dɔ́,1
4269,ŋə́vɛ̀ðɛ̀,1,vɛð,1
4270,ɔ́dɔ́,21,ɜd,9
4271,ɔ̀dá,2,ɔd,1
4272,mìɲàt̪á,1,miɲ-at̪,1
4273,mìɲá,5,miɲ,2
4274,ǹdá,4,nd,1
4275,jɛ́t̪ɔ́,2,t̪,1
4276,ánìt̪ɔ́,7,n-it̪,1
4277,jáŋɛ̂,5,ŋgá,1
4278,láŋə́ĺ,3,ŋgá,1
4279,âvlɛ̀ðɛ̌ɲárɛ́,1,âvlɛ̀ðɛ̌ɲárɛ́,1
4280,ùdɔ́,1,ud,1
4281,jájít̪ɔ́,10,jaj-it̪,2
4282,jèìt̪ɔ́,7,eit̪,1
4283,làllúvə́lɛ̂ðɛ̌rlú,1,làllúvə́lɛ̂ðɛ̌rlú,1
4284,ɲàlàtɛ́,6,ŋgá,2
4285,làll,19,ŋgá,5
4286,làllírvə́lɛ̂ðɛ̌rlú,1,làllírvə́lɛ̂ðɛ̌rlú,1
4287,làllívə́lɛ̂ðɛ̌rlú,1,làllívə́lɛ̂ðɛ̌rlú,1
4288,lɜ̀llívə́lɛ̂ðɛ̌rlú,9,lɜ̀llívə́lɛ̂ðɛ̌rlú,1
4289,ágàtɛ́,9,ŋgá,3
4290,láŋálól,1,aŋ,1
4291,rúŋú,5,ruŋ,2
4292,ráĺ,1,ŋgá,1
4293,t̪âj,2,<CL>âj,1
4294,àɾl̀á,3,aɾl,2
4295,ájú,12,aj,5
4296,àjá,3,aj,1
4297,lɛ̂,35,ŋgá,17
4298,t̪ábùðɔ́,1,abuð,1
4299,t̪ájàt̪à,3,aj-at̪,1
4300,ŋə̀pìt̪ɛ̀,1,p-it̪,1
4301,ŋə̀pɛ̀,3,p,1
4302,ɔ́ɽá,52,ɔɽ,15
4303,míɲà,20,miɲ,9
4304,t̪ɔ́nt̪ɔ̀,2,ant̪,1
4305,mɛ́ðàt̪ɛ̀,1,mɛð-at̪,1
4306,íŋgàtɛ́,12,ŋgá,3
4307,làtɛ́,27,ŋgá,7
4308,ɲálàtɛ́,6,ŋgá,1
4309,kàŋɛ̂,4,ŋgá,2
4310,ɲálàŋɛ̂,1,ŋgá,1
4311,ŋúd̪ɛ̀t̪ɛ̀,1,ud̪-ɛt̪,1
4312,d̪úɾɛ̀t̪ɛ̀,1,d̪uɾ-ɛt̪,1
4313,ŋə̀jàjɛ̀,1,jaj,1
4314,nídɛ̀t̪ɛ̀,2,id-ɛt̪,1
4315,t̪ìjà,4,ij,3
4316,ðə́və̀lɛ̀ðɔ́ŋ,1,vəlɛð,1
4317,jǐŋgávə́lɛ̂ðɛ̌,1,jǐŋgávə́lɛ̂ðɛ̌,1
4318,ŋámàcìjìðì,4,amac-ij-ið,1
4319,jə̀kàɾàt̪à,1,kaɾ-at̪,1
4320,lɔ́ɾìnɔ́,1,ɔɾ-in,1
4321,ńdì,8,nd,3
4322,ðáɾɔ́ðɛ́,3,aɾ,1
4323,ðàl,75,ŋgá,38
4324,pɛ́t̪ɛ̀,6,p-ɛt̪,3
4325,jɛ́lèŋt̪ɔ́,1,leŋt̪,1
4326,ŋàvə̀ŋðàcàcú,1,avəðac-ac,1
4327,ŋə́ðìnáló,1,ð-in,1
4328,káɾðáŋà,1,aɾð,1
4329,ŋálìt̪ɔ̀,1,ŋal-it̪,1
4330,ìbí,38,ib,15
4331,jàŋà,32,aŋ,9
4332,ɲàɾɔ́,1,aɾ,1
4333,áàɾɔ́,1,aɾ,1
4334,kávə̀lìðɜ́l,2,avəl-ið,1
4335,írdɛ̀dì,3,irdɛd,1
4336,mɛ́ðìðì,1,mɛð-ið,1
4337,kə́və̀lɛ̀ðɔ́l,1,vəlɛð,1
4338,t̪ə́vàt̪ɛ̀,2,t̪əv-at̪,1
4339,t̪ə́vàrì,1,var,1
4340,ðírɲ̀ɛ̀,1,ðirɲ,1
4341,ŋə́mànà,1,man,1
4342,ápìðì,12,ap-ið,5
4343,rə́ɽàɲìðì,1,ɽaɲið,1
4344,mɛ́rðàt̪ìt̪ɛ̀,2,mɛrð-at̪-it̪,1
4345,jə̀r̀à,1,r,1
4346,úrmùðɛ̀t̪ɛ̀,3,urmuð-ɛt̪,1
4347,úmìðɛ̀t̪ɛ̀,1,um-ið-ɛt̪,1
4348,ɔ̀ɾt̪ɔ́,18,aɾt̪,7
4349,ílɛ̀ðìðì,3,ilɛð-ið,1
4350,ìj,1532,ìj,646
4351,ájì,56,aj,23
